z score cutoff 3
Training cases. cutoff = 3
true positives = 76
false positives = 34
false_negatives = 5
no of cases = 81
total true calls = 104
total false calls = 114
292, 1, 0
293, 1, 2
294, 1, 0
295, 1, 0
296, 0, 4
297, 2, 1
298, 3, 0
299, 1, 0
300, 1, 0
301, 3, 2
302, 1, 0
303, 1, 0
304, 0, 7
305, 2, 3
306, 1, 0
307, 2, 0
308, 3, 0
309, 1, 0
310, 1, 0
311, 1, 1
312, 1, 0
313, 1, 0
314, 2, 0
315, 3, 1
316, 1, 1
317, 0, 1
318, 1, 0
319, 1, 1
320, 2, 3
321, 1, 6
322, 1, 0
323, 1, 3
324, 2, 0
325, 1, 7
326, 1, 2
329, 2, 0
331, 1, 2
332, 2, 7
333, 1, 0
334, 4, 0
335, 1, 0
336, 1, 0
337, 1, 0
338, 1, 0
339, 1, 0
340, 1, 1
341, 1, 0
342, 1, 1
343, 1, 1
344, 1, 0
345, 1, 0
346, 1, 0
347, 1, 1
348, 2, 0
349, 1, 5
350, 1, 1
351, 0, 1
352, 1, 1
353, 2, 7
354, 0, 0
355, 2, 0
356, 1, 0
357, 4, 0
358, 1, 0
359, 1, 1
360, 1, 0
361, 1, 10
362, 3, 1
363, 1, 1
364, 1, 20
366, 1, 7
367, 1, 0
368, 1, 0
369, 1, 0
370, 1, 0
372, 1, 1
373, 1, 0
374, 2, 0
375, 1, 0
376, 1, 0
377, 1, 0
